60461,41.5221155,-87.700733
60462,41.6251603,-87.8329314
60171,41.9250465,-87.8383725
60172,41.9798501,-88.0896278
60173,42.0515564,-88.0555224
60174,41.930652,-88.2986141
60175,41.9481876,-88.3887014
60176,41.9581224,-87.8688828
60016,42.0495733,-87.8950026
60202,42.0303552,-87.6855489
60203,42.0490472,-87.7174552
60301,41.8885448,-87.7989329
60302,41.8946081,-87.7897103
60018,41.9867944,-87.903111
60304,41.8723888,-87.7894845
60305,41.894875,-87.8190635
53029,43.1466029,-88.341
53214,43.0203267,-88.0128711
60401,41.3439342,-87.6164059
53215,42.9992725,-87.9430176
60402,41.8352161,-87.7913729
53216,43.0863902,-87.9763849
60403,41.5537392,-88.1341855
60404,41.5127855,-88.2238259
53219,42.9951812,-87.9936879
53220,42.9652062,-87.9913635
60406,41.6549452,-87.6819519
53221,42.9539152,-87.9444972
60407,41.2349065,-88.2613017
53222,43.0832083,-88.0360413
60071,42.4684045,-88.3156827
60072,42.4067045,-88.3058608
60073,42.3490022,-88.1094021
53205,43.0534667,-87.933796
60074,42.1314623,-88.0263289
53225,43.115154,-88.0429443
60076,42.0352596,-87.7299278
53226,43.0489543,-88.0422338
53227,42.9958136,-88.0420173
60077,42.0347464,-87.7571875
53206,43.0751321,-87.9336964
60104,41.8828437,-87.8764303
53228,42.9690463,-88.0432244
53233,43.0369203,-87.9338319
60081,42.4510137,-88.2254104
60106,41.9597007,-87.9418346
60107,42.0205861,-88.1777706
53207,42.9750966,-87.8988997
60083,42.4362765,-87.9417516
60108,41.9500216,-88.091865
53208,43.0470725,-87.9671983
60084,42.2696688,-88.1409115
60109,42.0498068,-88.5459183
53209,43.1277803,-87.9494731
60110,42.1146868,-88.291866
53210,43.0688399,-87.9737682
60085,42.3520971,-87.8676563
60087,42.4030849,-87.8508363
60474,41.1798012,-88.2664407
60935,41.1704472,-88.1758607
60177,41.9884809,-88.310167
60178,42.008032,-88.6611069
60475,41.4725398,-87.6275078
53072,43.0816093,-88.2708165
60180,42.2252699,-88.5245589
60476,41.5694831,-87.6017086
60940,41.2497766,-87.6428578
60181,41.8768971,-87.9763283
60184,41.951502,-88.2531704
60477,41.5721428,-87.7892499
46356,41.2566178,-87.4221844
53115,42.6566031,-88.6682935
60478,41.5634529,-87.7254094
60479,41.2323836,-88.5263962
60480,41.7292307,-87.8811338
46368,41.5908197,-87.1807072
53118,42.9624928,-88.4915398
53119,42.8929955,-88.4855289
46373,41.4483546,-87.4679011
60481,41.2855235,-88.1105481
46375,41.4918181,-87.448746
53120,42.8027498,-88.4174638
60482,41.6878431,-87.7899455
46376,41.1846642,-87.4757636
60484,41.4438184,-87.7109882
53702,43.060926,-88.2306359
46377,41.1947343,-87.3386778
53121,42.719719,-88.5341434
53122,43.0475203,-88.0870288
